# KSL
ID	DOCULECT	CONCEPT	GlossID	Orthography	IPA	Tokens	CogID
1494	H	368_tofeedtonourish	441	táplá	taːplaː	t aː p l aː	441
1495	OH	368_tofeedtonourish	441	tāplā	taːplaː	t aː p l aː	441
1496	EAH	368_tofeedtonourish	441	taplaγ	taplaɣ	t a p l a ɣ	441
1497	WOT	368_tofeedtonourish	441	taplaγ	taplaɣ	t a p l a ɣ	441
#
1498	H	369_tindertinderfungusfomesfomentarius	442	tapló	tɒploː	t ɒ p l oː	442
1499	OH	369_tindertinderfungusfomesfomentarius	442	tåplou̯	tɒplow	t ɒ p l o w	442
1500	LAH	369_tindertinderfungusfomesfomentarius	442	toplau̯	toplaw	t o p l a w	442
1501	EAH	369_tindertinderfungusfomesfomentarius	442	topluγ	topluɣ	t o p l u ɣ	442
1502	WOT	369_tindertinderfungusfomesfomentarius	442	topluγ	topluɣ	t o p l u ɣ	442
#
1503	H	370_bald	443	tar	tɒr	t ɒ r	443
1504	EAH	370_bald	443	tar	tar	t a r	443
1505	WOT	370_bald	443	tar	tar	t a r	443
#
1506	H	371_depot	444	tár	taːr	t aː r	444
1507	EAH	371_depot	444	tavar	tavar	t a v a r	444
1508	WOT	371_depot	444	tavar	tavar	t a v a r	444
#
1509	H	372_ploughfieldarablefieldstubblefield	445	tarló	tɒrloː	t ɒ r l oː	445
1510	EAH	372_ploughfieldarablefieldstubblefield	445	tarlaγ	tarlaɣ	t a r l a ɣ	445
1511	WOT	372_ploughfieldarablefieldstubblefield	445	tarïlaγ	tarɯlaɣ	t a r ɯ l a ɣ	445
#
1512	H	373_toholdcarrytolastvisszatart	446	tart	tɒrt	t ɒ r t	446
1513	EAH	373_toholdcarrytolastvisszatart	446	tart	tart	t a r t	446
1514	WOT	373_toholdcarrytolastvisszatart	446	tart	tart	t a r t	446
#
1515	H	374_tatar	447	tatár	tɒtaːr	t ɒ t aː r	447
1516	EAH	374_tatar	447	tatar	tatar	t a t a r	447
1517	WOT	374_tatar	447	tatar	tatar	t a t a r	447
#
1518	H	375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind	448	tátorján	taːtorjaːn	t aː t o r j aː n	448
1519	OH	375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind	448	tāturyan	taːturjan	t aː t u r j a n	448
1520	EAH	375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind	448	taturγan	taturɣan	t a t u r ɣ a n	448
1521	WOT	375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind	448	taturgan	taturɡan	t a t u r ɡ a n	448
#
1522	H	375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind	449	tátorján	taːtorjaːn	t aː t o r j aː n	449
1523	OH	375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind	449	tāturyan	taːturjan	t aː t u r j a n	449
1524	EAH	375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind	449	taturγan	taturɣan	t a t u r ɣ a n	449
1525	WOT	375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind	449	tåtrång	tɒtrɒnɡ	t ɒ t r ɒ n ɡ	449
#
1526	H	376_towindsomethingroundtotwist	450	teker	tɛkɛr	t ɛ k ɛ r	450
1527	EAH	376_towindsomethingroundtotwist	450	teker	tɛkɛr	t ɛ k ɛ r	450
1528	WOT	376_towindsomethingroundtotwist	450	täkir	tɛkir	t ɛ k i r	450
#
1529	H	377_troughwashtubhutch	451	teknő	tɛknøː	t ɛ k n øː	451
1530	OH	377_troughwashtubhutch	451	tekenȫ	tɛkɛnøː	t ɛ k ɛ n øː	451
1531	EAH	377_troughwashtubhutch	451	tekeneγ	tɛkɛnɛɣ	t ɛ k ɛ n ɛ ɣ	451
1532	WOT	377_troughwashtubhutch	451	täkänäγ	tɛkɛnɛɣ	t ɛ k ɛ n ɛ ɣ	451
#
1533	H	378_straponawhiporonakindofsandal	452	telek	tɛlɛk	t ɛ l ɛ k	452
1534	EAH	378_straponawhiporonakindofsandal	452	telük	tɛlyk	t ɛ l y k	452
1535	WOT	378_straponawhiporonakindofsandal	452	tilök	tiløk	t i l ø k	452
#
1536	H	379_apieceoflandfieldparcelpatchahigherplacewhereanimalsrestandaccumulatedung	453	telek	tɛlɛk	t ɛ l ɛ k	453
1537	EAH	379_apieceoflandfieldparcelpatchahigherplacewhereanimalsrestandaccumulatedung	453	telük	tɛlyk	t ɛ l y k	453
1538	WOT	379_apieceoflandfieldparcelpatchahigherplacewhereanimalsrestandaccumulatedung	453	tilök	tiløk	t i l ø k	453
#
1539	H	380_tovegetatetolingerinmisery	454	tengődik	tɛŋɡøːdik	t ɛ ŋ ɡ øː d i k	454
1540	OH	380_tovegetatetolingerinmisery	454	teng	tɛnɡ	t ɛ n ɡ	454
1541	EAH	380_tovegetatetolingerinmisery	454	teng	tɛnɡ	t ɛ n ɡ	454
1542	WOT	380_tovegetatetolingerinmisery	454	täŋ	tɛŋ	t ɛ ŋ	454
#
1543	H	381_axle	455	tengely	tɛŋɡɛj	t ɛ ŋ ɡ ɛ j	455
1544	EAH	381_axle	455	tengel	tɛnɡɛl	t ɛ n ɡ ɛ l	455
1545	WOT	381_axle	455	teŋäl	tɛŋɛl	t ɛ ŋ ɛ l	455
#
1546	H	382_sea	456	tenger	tɛŋɡɛr	t ɛ ŋ ɡ ɛ r	456
1547	EAH	382_sea	456	teŋir	tɛŋir	t ɛ ŋ i r	456
1548	WOT	382_sea	456	täŋir	tɛŋir	t ɛ ŋ i r	456
#
1549	H	383_toturntochangetheoriginaldirection	457	tér	teːr	t eː r	457
1550	OH	383_toturntochangetheoriginaldirection	457	tēr	teːr	t eː r	457
1551	EAH	383_toturntochangetheoriginaldirection	457	tevir	tɛvir	t ɛ v i r	457
1552	WOT	383_toturntochangetheoriginaldirection	457	tävir	tɛvir	t ɛ v i r	457
#
1553	H	383_toturntochangetheoriginaldirection	458	térít	teːriːt	t eː r iː t	458
1554	OH	383_toturntochangetheoriginaldirection	458	tēr	teːr	t eː r	458
1555	EAH	383_toturntochangetheoriginaldirection	458	tevir	tɛvir	t ɛ v i r	458
1556	WOT	383_toturntochangetheoriginaldirection	458	tävir	tɛvir	t ɛ v i r	458
#
1557	H	384_knee	459	térd	teːrd	t eː r d	459
1558	EAH	384_knee	459	tīr	tiːr	t iː r	459
1559	WOT	384_knee	459	tīr	tiːr	t iː r	459
#
1560	H	385_hallchambergreatroom	460	terem	tɛrɛm	t ɛ r ɛ m	460
1561	EAH	385_hallchambergreatroom	460	terem	tɛrɛm	t ɛ r ɛ m	460
1562	WOT	385_hallchambergreatroom	460	terem	tɛrɛm	t ɛ r ɛ m	460
#
1563	H	386_camel	461	teve	tɛvɛ	t ɛ v ɛ	461
1564	EAH	386_camel	461	teve	tɛvɛ	t ɛ v ɛ	461
1565	WOT	386_camel	461	teve	tɛvɛ	t ɛ v ɛ	461
#
1566	H	387_hempbreakerswinglescutch	462	tiló	tiloː	t i l oː	462
1567	OH	387_hempbreakerswinglescutch	462	talō	taloː	t a l oː	462
1568	EAH	387_hempbreakerswinglescutch	462	talkiγ	talkiɣ	t a l k i ɣ	462
1569	WOT	387_hempbreakerswinglescutch	462	talkïγ	talkɯɣ	t a l k ɯ ɣ	462
#
1570	H	388_steeryoungbullockox	463	tinó	tinoː	t i n oː	463
1571	EAH	388_steeryoungbullockox	463	tana	tana	t a n a	463
1572	WOT	388_steeryoungbullockox	463	tana	tana	t a n a	463
#
1573	H	389_tolayeggs	464	toj	toj	t o j	464
1574	OH	389_tolayeggs	464	tuik	tuik	t u i k	464
1575	LAH	389_tolayeggs	464	tuγik	tuɣik	t u ɣ i k	464
1576	EAH	389_tolayeggs	464	tuγ	tuɣ	t u ɣ	464
1577	WOT	389_tolayeggs	464	tuγ	tuɣ	t u ɣ	464
#
1578	H	389_tolayeggs	465	toj	toj	t o j	465
1579	OH	389_tolayeggs	465	tuik	tuik	t u i k	465
1580	LAH	389_tolayeggs	465	tuγik	tuɣik	t u ɣ i k	465
1581	EAH	389_tolayeggs	465	tuγ	tuɣ	t u ɣ	465
1582	WOT	389_tolayeggs	465	toγ	toɣ	t o ɣ	465
#
1583	H	390_sturgeonacipensersturio	466	tok	tok	t o k	466
1584	EAH	390_sturgeonacipensersturio	466	toku	toku	t o k u	466
1585	WOT	390_sturgeonacipensersturio	466	toku	toku	t o k u	466
#
1586	H	391_oneyearoldlamb	467	toklyó	tokjoː	t o k j oː	467
1587	OH	391_oneyearoldlamb	467	toklʹu	tokju	t o k j u	467
1588	EAH	391_oneyearoldlamb	467	toklu	toklu	t o k l u	467
1589	WOT	391_oneyearoldlamb	467	toklu	toklu	t o k l u	467
#
1590	H	392_interpreter	468	tolmács	tolmaːt͡ʃ	t o l m aː t͡ʃ	468
1591	EAH	392_interpreter	468	tolmač	tolmat͡ʃ	t o l m a t͡ʃ	468
1592	WOT	392_interpreter	468	tolmač	tolmat͡ʃ	t o l m a t͡ʃ	468
#
1593	H	393_horseradisharmoraciarusticana	469	torma	tormɒ	t o r m ɒ	469
1594	EAH	393_horseradisharmoraciarusticana	469	turma	turma	t u r m a	469
1595	WOT	393_horseradisharmoraciarusticana	469	turma	turma	t u r m a	469
#
1596	H	394_topileuptobecomeblocked	470	torló	torloː	t o r l oː	470
1597	OH	394_topileuptobecomeblocked	470	torol	torol	t o r o l	470
1598	LAH	394_topileuptobecomeblocked	470	toro	toro	t o r o	470
1599	EAH	394_topileuptobecomeblocked	470	toro	toro	t o r o	470
1600	WOT	394_topileuptobecomeblocked	470	turo	turo	t u r o	470
#
1601	H	394_topileuptobecomeblocked	471	torli	torli	t o r l i	471
1602	OH	394_topileuptobecomeblocked	471	torol	torol	t o r o l	471
1603	LAH	394_topileuptobecomeblocked	471	toro	toro	t o r o	471
1604	EAH	394_topileuptobecomeblocked	471	toro	toro	t o r o	471
1605	WOT	394_topileuptobecomeblocked	471	turo	turo	t u r o	471
#
1606	H	395_akindofsmallfalconfalcocolumbariusaescalon	472	torontál	torontaːl	t o r o n t aː l	472
1607	OH	395_akindofsmallfalconfalcocolumbariusaescalon	472	turuntalʹ	turuntaj	t u r u n t a j	472
1608	EAH	395_akindofsmallfalconfalcocolumbariusaescalon	472	turuntay	turuntaj	t u r u n t a j	472
1609	WOT	395_akindofsmallfalconfalcocolumbariusaescalon	472	turuntay	turuntaj	t u r u n t a j	472
#
1610	H	396_slovak	473	tót	toːt	t oː t	473
1611	OH	396_slovak	473	tat	tat	t a t	473
1612	EAH	396_slovak	473	tāt	taːt	t aː t	473
1613	WOT	396_slovak	473	tāt	taːt	t aː t	473
#
1614	H	397_perfect	474	töké	tøkeː	t ø k eː	474
1615	OH	397_perfect	474	tökēl	tøkeːl	t ø k eː l	474
1616	LAH	397_perfect	474	tökē	tøkeː	t ø k eː	474
1617	EAH	397_perfect	474	tüke	tykɛ	t y k ɛ	474
1618	WOT	397_perfect	474	tükä	tykɛ	t y k ɛ	474
#
1619	H	398_innumerable	475	tömén	tømeːn	t ø m eː n	475
1620	OH	398_innumerable	475	tömēń	tømeːɲ	t ø m eː ɲ	475
1621	EAH	398_innumerable	475	tümen	tymɛn	t y m ɛ n	475
1622	WOT	398_innumerable	475	tümän	tymɛn	t y m ɛ n	475
#
1623	H	399_tobreakalsoeghempsaltpeppertoseparateintopiecestobreaktocrush	476	tör	tør	t ø r	476
1624	OH	399_tobreakalsoeghempsaltpeppertoseparateintopiecestobreaktocrush	476	tȫr	tøːr	t øː r	476
1625	LAH	399_tobreakalsoeghempsaltpeppertoseparateintopiecestobreaktocrush	476	tǖr	tyːr	t yː r	476
1626	EAH	399_tobreakalsoeghempsaltpeppertoseparateintopiecestobreaktocrush	476	tüγür	tyɣyr	t y ɣ y r	476
1627	WOT	399_tobreakalsoeghempsaltpeppertoseparateintopiecestobreaktocrush	476	töγür	tøɣyr	t ø ɣ y r	476
#
1628	H	400_snaretrap	477	tőr	tøːr	t øː r	477
1629	EAH	400_snaretrap	477	tȫr	tøːr	t øː r	477
1630	WOT	400_snaretrap	477	tȫr	tøːr	t øː r	477
#
1631	H	401_turkturkishturkicottoman	478	török	tørøk	t ø r ø k	478
1632	OH	401_turkturkishturkicottoman	478	türük	tyryk	t y r y k	478
1633	LAH	401_turkturkishturkicottoman	478	türk	tyrk	t y r k	478
1634	EAH	401_turkturkishturkicottoman	478	türkü	tyrky	t y r k y	478
1635	WOT	401_turkturkishturkicottoman	478	türkü	tyrky	t y r k y	478
#
1636	H	402_tohappentooccur	479	történ	tørteːn	t ø r t eː n	479
1637	OH	402_tohappentooccur	479	törtēn	tørteːn	t ø r t eː n	479
1638	EAH	402_tohappentooccur	479	törtün	tørtyn	t ø r t y n	479
1639	WOT	402_tohappentooccur	479	törütün	tørytyn	t ø r y t y n	479
#
1640	H	403_law	480	törvény	tørveːɲ	t ø r v eː ɲ	480
1641	OH	403_law	480	türven	tyrvɛn	t y r v ɛ n	480
1642	LAH	403_law	480	türγen	tyrɣɛn	t y r ɣ ɛ n	480
1643	EAH	403_law	480	türüγen	tyryɣɛn	t y r y ɣ ɛ n	480
1644	WOT	403_law	480	törüγän	tøryɣɛn	t ø r y ɣ ɛ n	480
#
1645	H	404_peatturfdrieddung	481	tőzeg	tøːzɛɡ	t øː z ɛ ɡ	481
1646	EAH	404_peatturfdrieddung	481	tözek	tøzɛk	t ø z ɛ k	481
1647	WOT	404_peatturfdrieddung	481	tezäk	tɛzɛk	t ɛ z ɛ k	481
#
1648	H	405_steeryoungbullockoxorcow	482	tulok	tulok	t u l o k	482
1649	EAH	405_steeryoungbullockoxorcow	482	tukol	tukol	t u k o l	482
1650	WOT	405_steeryoungbullockoxorcow	482	tokol	tokol	t o k o l	482
#
1651	H	406_cottagecheesecheesecurds	483	túró	tuːroː	t uː r oː	483
1652	OH	406_cottagecheesecheesecurds	483	turō	turoː	t u r oː	483
1653	EAH	406_cottagecheesecheesecurds	483	toraγ	toraɣ	t o r a ɣ	483
1654	WOT	406_cottagecheesecheesecurds	483	toraγ	toraɣ	t o r a ɣ	483
#
1655	H	407_thetotembirdofthearpaddynastyabirdofprey	484	turul	turul	t u r u l	484
1656	OH	407_thetotembirdofthearpaddynastyabirdofprey	484	tūrul	tuːrul	t uː r u l	484
1657	EAH	407_thetotembirdofthearpaddynastyabirdofprey	484	tuγrïl	tuɣrɯl	t u ɣ r ɯ l	484
1658	WOT	407_thetotembirdofthearpaddynastyabirdofprey	484	toγrïl	toɣrɯl	t o ɣ r ɯ l	484
#
1659	H	408_bustardotis	485	túzok	tuːzok	t uː z o k	485
1660	EAH	408_bustardotis	485	toγzak	toɣzak	t o ɣ z a k	485
1661	WOT	408_bustardotis	485	togδak	toɡðak	t o ɡ ð a k	485
#
1662	H	409_mirror	486	tükör	tykør	t y k ø r	486
1663	EAH	409_mirror	486	tiker	tikɛr	t i k ɛ r	486
1664	WOT	409_mirror	486	tikär	tikɛr	t i k ɛ r	486
#
1665	H	409_mirror	487	tükör	tykør	t y k ø r	487
1666	EAH	409_mirror	487	tüker	tykɛr	t y k ɛ r	487
1667	WOT	409_mirror	487	tükär	tykɛr	t y k ɛ r	487
#
1668	H	410_toenduresufferbearstand	488	tűr	tyːr	t yː r	488
1669	EAH	410_toenduresufferbearstand	488	tür	tyr	t y r	488
1670	WOT	410_toenduresufferbearstand	488	tör	tør	t ø r	488
#
1671	H	411_torollupascrolloronessleeves	489	tűr	tyːr	t yː r	489
1672	EAH	411_torollupascrolloronessleeves	489	tür	tyr	t y r	489
1673	WOT	411_torollupascrolloronessleeves	489	tür	tyr	t y r	489
#
1674	H	412_hen	490	tyúk	cuːk	c uː k	490
1675	OH	412_hen	490	tiuk	tiuk	t i u k	490
1676	LAH	412_hen	490	tiwuk	tiwuk	t i w u k	490
1677	EAH	412_hen	490	tiγuk	tiɣuk	t i ɣ u k	490
1678	WOT	412_hen	490	tiγuk	tiɣuk	t i ɣ u k	490
#
1679	H	413_owlstrix	491	ug	uɡ	u ɡ	491
1680	EAH	413_owlstrix	491	ugu	uɡu	u ɡ u	491
1681	WOT	413_owlstrix	491	uγu	uɣu	u ɣ u	491
#
1682	H	414_gentlemanlordsirhighdignitylordalsoofakingorofgod	492	úr	uːr	uː r	492
1683	EAH	414_gentlemanlordsirhighdignitylordalsoofakingorofgod	492	uri	uri	u r i	492
1684	WOT	414_gentlemanlordsirhighdignitylordalsoofakingorofgod	492	urï	urɯ	u r ɯ	492
#
1685	H	415_torefreshoneselftoresttobecomecured	493	üdü	ydy	y d y	493
1686	OH	415_torefreshoneselftoresttobecomecured	493	idül	idyl	i d y l	493
1687	LAH	415_torefreshoneselftoresttobecomecured	493	edül	ɛdyl	ɛ d y l	493
1688	EAH	415_torefreshoneselftoresttobecomecured	493	edü	ɛdy	ɛ d y	493
1689	WOT	415_torefreshoneselftoresttobecomecured	493	edü	ɛdy	ɛ d y	493
#
1690	H	416_feast	494	ünnep	ynːɛp	y nː ɛ p	494
1691	OH	416_feast	494	üdnep	ydnɛp	y d n ɛ p	494
1692	LAH	416_feast	494	idnep	idnɛp	i d n ɛ p	494
1693	EAH	416_feast	494	idnap	idnap	i d n a p	494
1694	WOT	416_feast	494	edü	ɛdy	ɛ d y	494
#
1695	H	417_heiferroedoe	495	ünő	ynøː	y n øː	495
1696	OH	417_heiferroedoe	495	inȫ	inøː	i n øː	495
1697	LAH	417_heiferroedoe	495	ineü	inɛy	i n ɛ y	495
1698	EAH	417_heiferroedoe	495	ineγ	inɛɣ	i n ɛ ɣ	495
1699	WOT	417_heiferroedoe	495	inäγ	inɛɣ	i n ɛ ɣ	495
#
1700	H	418_groundsquirrelcitelluscitellus	496	irge	irɡɛ	i r ɡ ɛ	496
1701	EAH	418_groundsquirrelcitelluscitellus	496	ürge	yrɡɛ	y r ɡ ɛ	496
1702	WOT	418_groundsquirrelcitelluscitellus	496	örgä	ørɡɛ	ø r ɡ ɛ	496
#
1703	H	418_groundsquirrelcitelluscitellus	497	ürge	yrɡɛ	y r ɡ ɛ	497
1704	EAH	418_groundsquirrelcitelluscitellus	497	ürge	yrɡɛ	y r ɡ ɛ	497
1705	WOT	418_groundsquirrelcitelluscitellus	497	örgä	ørɡɛ	ø r ɡ ɛ	497
#
1706	H	419_wormwoodartemisiabitterness	498	üröm	yrøm	y r ø m	498
1707	OH	419_wormwoodartemisiabitterness	498	ürim	yrim	y r i m	498
1708	EAH	419_wormwoodartemisiabitterness	498	erim	ɛrim	ɛ r i m	498
1709	WOT	419_wormwoodartemisiabitterness	498	erim	ɛrim	ɛ r i m	498
#
1710	H	419_wormwoodartemisiabitterness	499	üröm	yrøm	y r ø m	499
1711	OH	419_wormwoodartemisiabitterness	499	irim	irim	i r i m	499
1712	EAH	419_wormwoodartemisiabitterness	499	erim	ɛrim	ɛ r i m	499
1713	WOT	419_wormwoodartemisiabitterness	499	erim	ɛrim	ɛ r i m	499
#
1714	H	420_wethersheep	500	ürü	yry	y r y	500
1715	OH	420_wethersheep	500	irǖ	iryː	i r yː	500
1716	EAH	420_wethersheep	500	iriγ	iriɣ	i r i ɣ	500
1717	WOT	420_wethersheep	500	iriγ	iriɣ	i r i ɣ	500
#
1718	H	421_hotembersextinguishedembers	501	üszök	ysøk	y s ø k	501
1719	EAH	421_hotembersextinguishedembers	501	isüg	isyɡ	i s y ɡ	501
1720	WOT	421_hotembersextinguishedembers	501	isig	isiɡ	i s i ɡ	501
#
1721	H	421_hotembersextinguishedembers	502	üszög	ysøɡ	y s ø ɡ	502
1722	EAH	421_hotembersextinguishedembers	502	isüg	isyɡ	i s y ɡ	502
1723	WOT	421_hotembersextinguishedembers	502	isig	isiɡ	i s i ɡ	502
#
1724	H	422_oneyearoldfemalesheep	503	üvecs	yvɛt͡ʃ	y v ɛ t͡ʃ	503
1725	EAH	422_oneyearoldfemalesheep	503	öveč	øvɛt͡ʃ	ø v ɛ t͡ʃ	503
1726	WOT	422_oneyearoldfemalesheep	503	öväč	øvɛt͡ʃ	ø v ɛ t͡ʃ	503
#
1727	H	423_tohollowouttoscoopout	504	váj	vaːj	v aː j	504
1728	EAH	423_tohollowouttoscoopout	504	vay	vaj	v a j	504
1729	WOT	423_tohollowouttoscoopout	504	vay	vaj	v a j	504
#
1730	H	424_troughtray	505	vályú	vaːjuː	v aː j uː	505
1731	OH	424_troughtray	505	valʹū	vajuː	v a j uː	505
1732	LAH	424_troughtray	505	vālū	vaːluː	v aː l uː	505
1733	EAH	424_troughtray	505	valaγ	valaɣ	v a l a ɣ	505
1734	WOT	424_troughtray	505	valaγ	valaɣ	v a l a ɣ	505
#
1735	H	425_fishweir	506	vejsze	vɛjsɛ	v ɛ j s ɛ	506
1736	EAH	425_fishweir	506	veyseγ	vɛjsɛɣ	v ɛ j s ɛ ɣ	506
1737	WOT	425_fishweir	506	väyśäγ	vɛjsʲɛɣ	v ɛ j sʲ ɛ ɣ	506
#
1738	H	426_aholeintheiceforfishing	507	lék	leːk	l eː k	507
1739	EAH	426_aholeintheiceforfishing	507	vekü	vɛky	v ɛ k y	507
1740	WOT	426_aholeintheiceforfishing	507	väkü	vɛky	v ɛ k y	507
#
1741	H	426_aholeintheiceforfishing	508	vék	veːk	v eː k	508
1742	EAH	426_aholeintheiceforfishing	508	vekü	vɛky	v ɛ k y	508
1743	WOT	426_aholeintheiceforfishing	508	väkü	vɛky	v ɛ k y	508
#
1744	H	427_guest	509	vendég	vɛndeːɡ	v ɛ n d eː ɡ	509
1745	EAH	427_guest	509	vendeg	vɛndɛɡ	v ɛ n d ɛ ɡ	509
1746	WOT	427_guest	509	vändäg	vɛndɛɡ	v ɛ n d ɛ ɡ	509
#
1747	H	428_toplaittolaytherope	510	ver	vɛr	v ɛ r	510
1748	WOT	428_toplaittolaytherope	510	ver	vɛr	v ɛ r	510
#
1749	H	429_gablefrontispiece	511	vértelek	veːrtɛlɛk	v eː r t ɛ l ɛ k	511
1750	EAH	429_gablefrontispiece	511	vertelük	vɛrtɛlyk	v ɛ r t ɛ l y k	511
1751	WOT	429_gablefrontispiece	511	vertülük	vɛrtylyk	v ɛ r t y l y k	511
#
1752	H	430_chamoisrupicaprarupicapra	512	zerge	zɛrɡɛ	z ɛ r ɡ ɛ	512
1753	EAH	430_chamoisrupicaprarupicapra	512	serge	sɛrɡɛ	s ɛ r ɡ ɛ	512
1754	WOT	430_chamoisrupicaprarupicapra	512	särgä	sɛrɡɛ	s ɛ r ɡ ɛ	512
